Date,Time,Open,High,Low,Close,Volume,"Simple Moving Average - SMA - SMA(40)","Aroon - Aroon Up(High,20)","Aroon - Aroon Down(Low,20)","Historical Volatility - HV - HV(Close,20,251)","BOLLINGER BAND ® - BB - BBUpper(40,2)","BOLLINGER BAND ® - BB - BBLower(40,2)","Relative Strength Index - RSI - RSI(14)","Exponential Moving Average - EMA - EMA(10,Modern)"
11/17/2022,3:44 PM,392.75,392.79,392.7,392.765,109268,392.3641725,95,15,0.518588831488211,393.135143276513,391.593201723488,61.845382637912,392.595689554443
11/17/2022,3:45 PM,392.76,392.86,392.75,392.77,102605,392.3606725,90,10,0.42989710932358,393.122921650844,391.598423349156,61.9898616333816,392.627382362726
11/17/2022,3:46 PM,392.77,393.16,392.74,393.07,232577,392.3616725,100,5,0.486838590518049,393.12752783098,391.59581716902,69.4618511273802,392.707858296776
11/17/2022,3:47 PM,393.08,393.22,393.02,393.04,254722,392.3559225,100,0,0.471086245265627,393.097481043282,391.614363956718,68.0218269701547,392.768247697362
11/17/2022,3:48 PM,393.04,393.27,393,393.26,171377,392.3611725,100,0,0.473669563286779,393.12495262418,391.59739237582,72.5208020436744,392.857657206932
11/17/2022,3:49 PM,393.27,393.67,393.23,393.665,301583,392.3819225,100,5,0.547428082052867,393.235844740561,391.52800025944,78.5137185262175,393.004446805672
11/17/2022,3:50 PM,393.67,393.72,393.52,393.625,285879,392.4032975,100,0,0.557142237149893,393.334328854426,391.472266145574,76.7337583159558,393.117274659186
11/17/2022,3:51 PM,393.63,393.85,393.25,393.49,303567,392.4230475,100,0,0.581303791745471,393.410239542044,391.435855457956,70.8922876651311,393.185042902971
11/17/2022,3:52 PM,393.47,393.66,393.3929,393.51,215865,392.44923,95,0,0.582573219484323,393.493162649252,391.405297350748,71.2415741249631,393.244126011521
11/17/2022,3:53 PM,393.5,393.71,393.47,393.64,173037,392.48173,90,0,0.585042054053322,393.589055867161,391.374404132839,73.4700509979943,393.316103100336
11/17/2022,3:54 PM,393.65,393.705,393.36,393.4,205875,392.5087275,85,20,0.628741777079474,393.651078002205,391.366376997796,63.6621339234685,393.331357082093
11/17/2022,3:55 PM,393.39,393.53,393.21,393.24,155898,392.5337425,80,15,0.64430706797775,393.695071000407,391.372413999593,58.094216717449,393.31474670353
11/17/2022,3:56 PM,393.25,393.41,393.14,393.41,293927,392.5667425,75,10,0.654788239108232,393.750558307381,391.382926692619,61.9064274782751,393.332065484707
11/17/2022,3:57 PM,393.42,393.46,393.22,393.315,289362,392.5981175,70,5,0.646199669640438,393.793020188838,391.403214811162,58.6931395080262,393.328962669306
11/17/2022,3:58 PM,393.34,393.74,393.34,393.73,451312,392.6397425,65,0,0.722128526553389,393.87285086751,391.40663413249,66.8001270012399,393.401878547614
11/17/2022,3:59 PM,393.74,393.84,393.59,393.83,554274,392.6827425,60,0,0.718233989160711,393.958190980283,391.407294019717,68.4090546821288,393.479718811684
11/17/2022,4:00 PM,393.83,394.365,393.69,394.28,2069096,392.7407425,100,0,0.796616363184622,394.088407260238,391.393077739762,74.4172554075561,393.625224482287
11/18/2022,9:31 AM,397.74,397.81,397.29,397.41,677969,392.88174,100,0,2.84176175529195,394.836902652991,390.926577347009,89.4487509574568,394.313365485507
11/18/2022,9:32 AM,397.41,397.55,396.84,396.84,376644,393.00624,95,0,2.92709940232426,395.291638643509,390.720841356492,80.2064605474919,394.772753579051
11/18/2022,9:33 AM,396.85,397.12,396.49,396.675,309990,393.125865,90,5,2.93611193922438,395.653153510907,390.598576489093,77.7035799584474,395.118616564678
11/18/2022,9:34 AM,396.66,396.66,396.44,396.54,296927,393.236615,85,0,2.94745864052735,395.957011768375,390.516218231625,75.6242362261747,395.377049916555
11/18/2022,9:35 AM,396.55,396.57,396.43,396.49,175357,393.35299,80,5,2.95076386082168,396.218017914332,390.487962085668,74.8255865703907,395.579404477181
11/18/2022,9:36 AM,396.47,396.92,396.47,396.6904,315407,393.47275,75,0,2.94880340601689,396.481691288254,390.463808711746,75.9230962039469,395.781403663148
11/18/2022,9:37 AM,396.705,396.87,396.3,396.3,384712,393.58525,70,5,2.98786053423018,396.671125512086,390.499374487914,69.5608477856436,395.875693906212
11/18/2022,9:38 AM,396.3,396.72,396.29,396.43,202969,393.69575,65,0,2.98748607107865,396.863541924381,390.527958075619,70.4488803242691,395.976476832356
11/18/2022,9:39 AM,396.44,396.555,396.35,396.37,246879,393.8065,60,35,2.98398222735316,397.030277120995,390.582722879005,69.4419239553734,396.0480264992
11/18/2022,9:40 AM,396.38,396.41,396.01,396.04,171631,393.90575,55,30,3.00949383324825,397.153925745843,390.657574254157,64.0217701697522,396.046567135709
11/18/2022,9:41 AM,396.055,396.35,396.03,396.2242,200825,394.0053775,50,25,3.00007833342997,397.287250736275,390.723504263725,65.6341853450494,396.078864020126
11/18/2022,9:42 AM,396.23,396.33,395.92,396.29,184406,394.105125,45,20,2.99885694665352,397.41602314784,390.79422685216,66.2166383610574,396.117252380103
11/18/2022,9:43 AM,396.3,396.34,395.97,396.06,199151,394.198375,40,15,3.01703227775735,397.514142037276,390.882607962725,62.2453811937622,396.106842856448
11/18/2022,9:44 AM,396.02,396.18,395.8,396.14,232678,394.2883725,35,10,2.99810765051233,397.614619035059,390.962125964941,63.074905904301,396.112871428003
11/18/2022,9:45 AM,396.15,396.24,396.06,396.11,118777,394.3798725,30,5,2.98939241851293,397.700158382577,391.059586617423,62.5201585245828,396.112349350184
11/18/2022,9:46 AM,396.135,396.47,396.08,396.4,240017,394.477875,25,0,2.9921843945677,397.799468344108,391.156281655892,65.6639279532761,396.164649468332
11/18/2022,9:47 AM,396.41,396.5,396.12,396.24,184910,394.57525,20,0,2.99717268902558,397.869282127371,391.281217872629,62.5467311207488,396.178349564999
11/18/2022,9:48 AM,396.25,396.31,396.085,396.1,136877,394.669375,15,0,2.99622103072958,397.916808424029,391.421941575972,59.8686155194257,396.164104189545
11/18/2022,9:49 AM,396.11,396.14,395.61,395.7,257929,394.749625,10,0,3.03205426051081,397.935737810833,391.563512189167,52.8992838360298,396.079721609628
11/18/2022,9:50 AM,395.71,395.9253,395.58,395.6,192758,394.825125,5,0,3.01727425458567,397.944435876345,391.705814123655,51.2917356267687,395.992499498786
11/18/2022,9:51 AM,395.61,395.8878,395.56,395.7,187189,394.8983775,0,100,0.896477355354277,397.958243881845,391.838511118155,52.8352698078868,395.939317771734
11/18/2022,9:52 AM,395.7,395.92,395.6,395.82,191307,394.9737525,0,95,0.789135622394289,397.971547119348,391.975957880652,54.6907913597747,395.917623631419
11/18/2022,9:53 AM,395.83,395.99,395.7302,395.94,157823,395.05374,0,90,0.795648241628531,397.978770312553,392.128709687448,56.5324067127736,395.92169206207
11/18/2022,9:54 AM,395.97,396.06,395.77,396.0201,118341,395.1351175,10,85,0.796558860300841,397.980968027601,392.289266972399,57.7663826310542,395.939584414421
11/18/2022,9:55 AM,396.06,396.18,396.04,396.07,151232,395.2176175,5,80,0.799031919144206,397.974366069515,392.460868930485,58.5557123981447,395.963296339072
11/18/2022,9:56 AM,396.07,396.45,396.03,396.39,279546,395.3006175,0,75,0.8333749074356,397.99288952483,392.608345475171,63.293516476221,396.040878822877
11/18/2022,9:57 AM,396.4,396.51,396.34,396.37,163198,395.3838675,0,70,0.75522169349299,397.99613187231,392.771603127691,62.8102268410356,396.100719036899
11/18/2022,9:58 AM,396.375,396.49,396.24,396.24,143983,395.4583675,0,65,0.754355454514323,397.992916596164,392.923818403837,59.6233681826364,396.126042848372
11/18/2022,9:59 AM,396.245,396.25,395.95,396.04,161223,395.5177425,0,60,0.772421116067347,397.992020272586,393.043464727415,54.9999216659765,396.110398694123
11/18/2022,10:00 AM,396.04,396.08,395.67,395.785,254033,395.5717425,85,55,0.749422669115441,397.971592856955,393.171892143046,49.7073713300137,396.051235295191
11/18/2022,10:01 AM,395.82,395.9899,395.24,395.34,210089,395.6179925,80,100,0.818555653979664,397.925096910435,393.310888089565,42.0947329700278,395.921919786975
11/18/2022,10:02 AM,395.345,395.58,395.2989,395.36,375470,395.6642425,75,95,0.814391165143423,397.872514966359,393.455970033642,42.5208018076767,395.819752552979
11/18/2022,10:03 AM,395.35,395.49,395.09,395.18,192933,395.7027425,70,100,0.806154502536883,397.82034293346,393.585142066541,39.6902401337576,395.703433906983
11/18/2022,10:04 AM,395.175,395.24,394.88,394.95,301673,395.7414925,65,100,0.81373695552579,397.742648458633,393.740336541368,36.3595818966341,395.566445923895
11/18/2022,10:05 AM,394.97,395.3,394.91,395.09,281863,395.7877425,60,95,0.832992925361305,397.635110004278,393.940374995723,39.677825143765,395.479819392278
11/18/2022,10:06 AM,395.09,395.27,394.98,395.2,187041,395.8324925,55,90,0.785209427691537,397.527760806426,394.137224193575,42.2267179300129,395.428943139136
11/18/2022,10:07 AM,395.22,395.29,394.81,394.885,189408,395.8717425,50,100,0.813773168749951,397.396134095271,394.34735090473,37.358534236459,395.330044386566
11/18/2022,10:08 AM,394.89,394.89,394.37,394.42,243771,395.8889925,45,100,0.887302893371113,397.3293497546,394.448635245401,31.5721094517626,395.164581770827
11/18/2022,10:09 AM,394.41,394.73,394.35,394.69,260207,395.9104925,40,100,0.889100390841966,397.249370131028,394.571614868973,37.6143838918899,395.078294176131
11/18/2022,10:10 AM,394.7,394.93,394.57,394.92,173440,395.9264925,35,95,0.922219005369578,397.200786920816,394.652198079184,42.2892857655178,395.049513416834
11/18/2022,10:11 AM,394.92,395.03,394.85,394.8549,190352,395.862615,30,90,0.913781244042542,397.088280749311,394.63694925069,41.3449034433814,395.014129159228
11/18/2022,10:12 AM,394.87,395.23,394.85,395.15,201897,395.820365,25,85,0.952795029138641,397.024678144093,394.616051855907,47.1106869224443,395.038832948459
11/18/2022,10:13 AM,395.16,395.23,395,395.21,139828,395.78374,20,80,0.946143907778411,396.970845316056,394.596634683944,48.2250808301415,395.069954230558
11/18/2022,10:14 AM,395.1965,395.27,394.9228,394.9228,144472,395.74331,15,75,0.965007781122711,396.934783684748,394.551836315253,43.5003073033418,395.043198915911
11/18/2022,10:15 AM,394.92,395.005,394.7801,394.7801,76677,395.7005625,10,70,0.962789028396407,396.904440775077,394.496684224924,41.3334329468809,394.995362749382
11/18/2022,10:16 AM,394.8,394.8862,394.67,394.85,106305,395.6545525,5,65,0.902850988352342,396.844183976444,394.464921023557,42.8355552029131,394.968933158585
11/18/2022,10:17 AM,394.87,395.1699,394.83,395.1634,85950,395.6261375,0,60,0.967808553539672,396.807008462946,394.445266537055,49.1251703575311,395.004290766115
11/18/2022,10:18 AM,395.15,395.24,394.97,395.2,118879,395.5953875,0,55,0.969197929708408,396.754789848626,394.435985151374,49.8195538344594,395.039874263185
11/18/2022,10:19 AM,395.215,395.215,394.86,395.145,161234,395.5647625,0,50,0.959189066539177,396.705264442635,394.424260557366,48.7429049225855,395.058988033515
11/18/2022,10:20 AM,395.14,395.32,394.85,394.95,183809,395.5375125,0,45,0.949619077535307,396.683367052874,394.391657947127,45.0274797688697,395.039172027421
11/18/2022,10:21 AM,394.9578,395.32,394.895,395.26,128533,395.5134075,0,40,0.919294228556282,396.640885126665,394.385929873335,51.3732471020312,395.07932256789
11/18/2022,10:22 AM,395.25,395.4,395.15,395.36,117334,395.4901575,0,35,0.923844135448291,396.59065163613,394.389663363871,53.2480732430514,395.130354828274
11/18/2022,10:23 AM,395.3793,395.53,395.33,395.52,142088,395.4766575,100,30,0.918060186372672,396.562003230029,394.391311769971,56.1605061388675,395.201199404951
11/18/2022,10:24 AM,395.53,395.605,395.495,395.5399,145664,395.461655,100,25,0.888012029141925,396.526301743262,394.397008256739,56.5232758380504,395.262781331324
11/18/2022,10:25 AM,395.53,395.54,395.25,395.36,134284,395.442905,95,20,0.900523560544891,396.487445419383,394.398364580617,52.3091643068874,395.280457452901
11/18/2022,10:26 AM,395.36,395.5,395.13,395.2,73680,395.412905,90,15,0.908533181325591,396.413785556155,394.412024443846,48.8227841115075,395.265828825101
11/18/2022,10:27 AM,395.18,395.2212,394.72,394.8256,154764,395.377545,85,10,0.927343427882811,396.358791488749,394.396298511252,41.8018761603382,395.185787220537
11/18/2022,10:28 AM,394.82,394.88,394.48,394.56,158166,395.339045,80,5,0.857733188844608,396.324722194475,394.353367805526,37.6640291520874,395.072007725894
11/18/2022,10:29 AM,394.555,394.96,394.525,394.95,123295,395.320295,75,0,0.894847689017788,396.306327469883,394.334262530118,46.1008997820647,395.049824503004
11/18/2022,10:30 AM,394.94,395.4,394.93,395.36,161732,395.314295,70,90,0.944886126761313,396.296359250247,394.332230749753,53.262528590798,395.106220047913
11/18/2022,10:31 AM,395.4,395.56,395.11,395.49,148260,395.309045,65,85,0.945847309518,396.28503185021,394.33305814979,55.2910023977088,395.175998221019
11/18/2022,10:32 AM,395.5,395.56,395.37,395.39,64426,395.298295,60,80,0.918677554838679,396.260914318036,394.335675681965,53.3720704500191,395.214907635379
11/18/2022,10:33 AM,395.41,395.45,395.09,395.11,122271,395.277545,55,75,0.953536605120932,396.219500769537,394.335589230463,48.3157293434235,395.195833519856
11/18/2022,10:34 AM,395.12,395.24,395,395.145,90786,395.2556675,50,70,0.915853018660318,396.16779917728,394.343535822721,48.9665657000535,395.1865910617
11/18/2022,10:35 AM,395.1499,395.25,395.05,395.25,75202,395.2351675,45,65,0.907524420086298,396.109234240381,394.36110075962,50.9616232904027,395.198119959573
11/18/2022,10:36 AM,395.22,395.4691,395.18,395.35,110904,395.2091675,40,60,0.909220850833354,396.002416204118,394.415918795883,52.8520457956919,395.225734512378
11/18/2022,10:37 AM,395.35,395.4,395.14,395.21,113879,395.1801675,35,55,0.877827832308129,395.880971585822,394.479363414178,49.9489467860974,395.222873691946
11/18/2022,10:38 AM,395.2,395.515,395.02,395.48,121974,395.1611675,30,50,0.909858947083396,395.782736342911,394.53959865709,55.0742100588067,395.269623929774
11/18/2022,10:39 AM,395.47,395.705,395.45,395.61,118432,395.1504175,100,45,0.913088708725039,395.723824843512,394.577010156488,57.3393483164465,395.331510487997
11/18/2022,10:40 AM,395.61,395.66,395.2,395.27,118873,395.1375425,95,40,0.95079279438089,395.675402539148,394.599682460853,50.2091427961346,395.320326762906
11/18/2022,10:41 AM,395.25,395.44,395.22,395.35,127613,395.1377925,90,35,0.912186161521506,395.676037877657,394.599547122343,51.7301151206933,395.325721896923
11/18/2022,10:42 AM,395.35,395.57,395.2617,395.54,136761,395.1422925,85,30,0.923634483840742,395.690805541359,394.593779458642,55.2281568013873,395.364681552028
11/18/2022,10:43 AM,395.52,395.66,395.35,395.43,76738,395.1485425,80,25,0.917997732335873,395.704281360897,394.592803639104,52.8406709425568,395.376557633478
11/18/2022,10:44 AM,395.42,395.57,395.4,395.48,58956,395.1617925,75,20,0.919069029789144,395.723208501201,394.6003764988,53.81794311636,395.395365336482
11/18/2022,10:45 AM,395.52,395.56,395.29,395.35,58311,395.1682925,70,15,0.912016554273866,395.732247920626,394.604337079374,50.8664782554019,395.387117093485
11/18/2022,10:46 AM,395.36,395.49,394.99,395,71554,395.1632925,65,10,0.955023195372999,395.72957636573,394.597008634271,43.8879312644357,395.316732167397
11/18/2022,10:47 AM,394.99,395.4499,394.9,395.42,135776,395.1766675,60,5,0.964019697119837,395.741297517398,394.612037482603,52.3381865418707,395.335508136961
11/18/2022,10:48 AM,395.3901,395.47,395.23,395.45,60318,395.2024175,55,0,0.922869607344697,395.718529214227,394.686305785774,52.8839930045667,395.356324839332
11/18/2022,10:49 AM,395.45,395.5,395.32,395.38,54082,395.2196675,50,0,0.867523945459146,395.711681154775,394.727653845226,51.4047721590627,395.360629413999
11/18/2022,10:50 AM,395.38,395.55,395.37,395.495,96114,395.2340425,45,85,0.79284572077218,395.723788976741,394.744296023259,53.6962186572149,395.385060429635
11/18/2022,10:51 AM,395.485,395.5681,395.38,395.4,94925,395.24767,40,80,0.788909265838696,395.724627086188,394.770712913812,51.5343784510037,395.387776715156
11/18/2022,10:52 AM,395.39,395.51,395.18,395.3,88350,395.25142,35,75,0.788911594170144,395.727604535621,394.775235464379,49.2850337069802,395.371817312401
11/18/2022,10:53 AM,395.29,395.36,395.25,395.33,51515,395.25442,30,70,0.745077932148158,395.731034762689,394.777805237312,49.9902456189881,395.364214164691
11/18/2022,10:54 AM,395.32,395.5208,395.2,395.5172,45675,395.26928,25,65,0.761514429953182,395.7406466344,394.797913365601,54.2640125241409,395.392029771111
11/18/2022,10:55 AM,395.51,395.5448,395.35,395.41,67032,395.2850275,20,60,0.764891487030829,395.731396264192,394.838658735808,51.5473477050736,395.395297085455
11/18/2022,10:56 AM,395.4,395.49,395.03,395.13,125007,395.2920275,15,55,0.801205609355398,395.719259911847,394.864795088154,45.1843711104865,395.347061251736
11/18/2022,10:57 AM,395.14,395.14,394.28,394.445,229693,395.2740675,10,100,1.00016288215478,395.77539408268,394.772740917321,34.0958669700142,395.183050115056
11/18/2022,10:58 AM,394.43,394.65,394.41,394.445,108948,395.2551925,5,95,0.958200354543857,395.819187156473,394.691197843528,34.0958669700142,395.048859185046
11/18/2022,10:59 AM,394.44,394.44,394.25,394.4,99481,395.2365675,0,100,0.942855080470992,395.85996431795,394.61317068205,33.4700711392537,394.930884787765
11/18/2022,11:00 AM,394.38,394.5899,394.3757,394.58,82340,395.2273175,15,95,0.927705234340114,395.877838320231,394.57679667977,38.3447464135691,394.867087553626
11/18/2022,11:01 AM,394.59,394.76,394.46,394.47,98624,395.2075675,10,90,0.923504521465398,395.899566960043,394.515568039957,36.5807949386542,394.794889816603
11/18/2022,11:02 AM,394.485,394.7,394.3151,394.34,107453,395.1820675,5,85,0.899185447264732,395.923151855954,394.440983144047,34.5575033627953,394.712182577221
11/18/2022,11:03 AM,394.35,394.55,394.13,394.1773,176869,395.1485,0,100,0.902935417451706,395.944888629897,394.352111370103,32.160046064742,394.614931199544
11/18/2022,11:04 AM,394.16,394.3,394.05,394.0501,232021,395.111255,0,100,0.898209575596952,395.968001724341,394.25450827566,30.3852225081068,394.512234617809
11/18/2022,11:05 AM,394.08,394.35,394.06,394.18,131616,395.081755,30,95,0.914053036245117,395.982349320291,394.181160679709,34.3686471161597,394.451828323662
11/18/2022,11:06 AM,394.18,394.45,394.17,394.4199,97490,395.0622525,25,90,0.90803123663434,395.985266993819,394.139238006181,41.0746413740656,394.446023173905
11/18/2022,11:07 AM,394.4038,394.58,394.2744,394.57,105722,395.0558625,20,85,0.823484840564134,395.988827257693,394.122897742307,44.8701808772752,394.468564415013
11/18/2022,11:08 AM,394.5648,394.58,394.4,394.4377,60848,395.052805,15,80,0.824267468369215,395.99302325736,394.11258674264,42.284828805524,394.462952703193
11/18/2022,11:09 AM,394.43,394.69,394.43,394.69,98126,395.046305,10,75,0.867487970232732,395.992849891553,394.099760108447,48.3917598054005,394.504234029885
11/18/2022,11:10 AM,394.7,394.71,394.52,394.66,154202,395.028805,5,70,0.856021410044576,395.977385482454,394.080224517546,47.7448433692043,394.53255511536
11/18/2022,11:11 AM,394.64,394.7262,394.47,394.5,94402,395.004055,0,65,0.861438032230574,395.954869425386,394.053240574614,44.3403004576806,394.526636003477
11/18/2022,11:12 AM,394.54,394.89,394.53,394.81,108437,394.989555,15,60,0.916117412456005,395.934053518565,394.045056481435,51.5490658090082,394.578156730117
11/18/2022,11:13 AM,394.8,394.88,394.61,394.76,77289,394.980805,10,55,0.91489871865431,395.927161196921,394.03444880308,50.4149117872853,394.611219142823
11/18/2022,11:14 AM,394.78,394.96,394.75,394.86,61304,394.97368,5,50,0.900772398421178,395.919275248552,394.028084751448,52.6583262983301,394.656452025946
11/18/2022,11:15 AM,394.8301,395.09,394.8301,395.02,96365,394.96793,0,45,0.913893252878778,395.90952301403,394.02633698597,56.0820971790416,394.722551657592
11/18/2022,11:16 AM,395,395.07,394.92,395.02,98211,394.95968,0,40,0.880244763930042,395.893488617476,394.025871382524,56.0820971790416,394.776633174394
11/18/2022,11:17 AM,395.02,395.06,394.93,395.05,58175,394.95568,0,35,0.602388511384777,395.88653138136,394.02482861864,56.7620778076437,394.826336233595
11/18/2022,11:18 AM,395.03,395.15,394.95,395.1004,83158,394.94619,100,30,0.601939734014191,395.863101825136,394.029278174864,57.9402680269454,394.876166009305
11/18/2022,11:19 AM,395.11,395.35,395.11,395.34,69473,394.93944,100,25,0.624450964147502,395.840544491918,394.038335508082,63.0894898985912,394.960499462159
11/18/2022,11:20 AM,395.35,395.68,395.34,395.62,156835,394.94819,100,20,0.648321220325457,395.868555283641,394.027824716359,68.0172229816558,395.080408650857
11/18/2022,11:21 AM,395.63,395.72,395.56,395.58,116393,394.95394,100,15,0.636406619007472,395.887060177326,394.020819822674,66.6483190453791,395.17124344161
11/18/2022,11:22 AM,395.585,395.71,395.52,395.61,122820,394.95569,95,10,0.612604662736374,395.893451086676,394.017928913324,67.1817949961865,395.251017361317
11/18/2022,11:23 AM,395.6,395.64,395.3724,395.45,138220,394.95619,90,5,0.611602481729164,395.894982892925,394.017397107076,61.5290339633846,395.287196022896
11/18/2022,11:24 AM,395.45,395.67,395.44,395.63,102285,394.95994,85,0,0.592059846697881,395.908222735127,394.011657264873,65.0879785387621,395.349524018733
11/18/2022,11:25 AM,395.63,395.86,395.56,395.6154,170183,394.966575,100,0,0.595692560119471,395.929285836012,394.003864163988,64.5662331531173,395.397865106236
11/18/2022,11:26 AM,395.62,395.7384,395.42,395.52,108276,394.979575,95,0,0.591320392784996,395.957661066662,394.001488933339,61.11867225427,395.420071450557
11/18/2022,11:27 AM,395.55,395.845,395.55,395.67,70479,394.985825,90,0,0.591249929622928,395.97817944964,393.99347055036,64.3425893602939,395.465513005001
11/18/2022,11:28 AM,395.68,395.75,395.6,395.65,49363,394.990825,85,0,0.569250729916234,395.994435658591,393.987214341409,63.5855393685078,395.499056095001
11/18/2022,11:29 AM,395.6301,395.67,395.47,395.6236,82454,394.996915,80,0,0.544015795622595,396.012779510309,393.981050489691,62.5395212869193,395.521700441364
11/18/2022,11:30 AM,395.63,395.63,395.41,395.5,52001,394.99704,75,5,0.561336660006399,396.013150833453,393.980929166548,57.7495932444993,395.517754906571
11/18/2022,11:31 AM,395.5,395.7,395.5,395.5624,50945,395.0011,70,0,0.5279670443833,396.024887481949,393.977312518051,59.4386253469354,395.525872196285
11/18/2022,11:32 AM,395.6,395.82,395.4401,395.76,91582,395.0126,65,0,0.489706472352016,396.059629420865,393.965570579135,64.3049594570416,395.56844088787
11/18/2022,11:33 AM,395.79,395.99,395.6,395.625,114516,395.019975,100,0,0.509487361014566,396.079919406867,393.960030593133,59.0890750128907,395.578724362803
11/18/2022,11:34 AM,395.62,395.6899,395.55,395.61,70898,395.022295,95,0,0.509070008307714,396.086978190428,393.957611809573,58.5210884500725,395.584410842293
11/18/2022,11:35 AM,395.63,395.74,395.485,395.53,49822,395.025295,90,0,0.505630884882557,396.094995526352,393.955594473648,55.4592099065635,395.574517961876
11/18/2022,11:36 AM,395.52,395.57,395.28,395.57,85979,395.036295,85,0,0.505195344780672,396.119045781992,393.953544218008,56.6796656948266,395.573696514262
11/18/2022,11:37 AM,395.58,395.74,395.535,395.61,56414,395.06542,80,0,0.505315992151226,396.145654677487,393.985185322513,57.9213484019564,395.580297148033
11/18/2022,11:38 AM,395.61,395.61,395.22,395.23,65657,395.085045,75,0,0.622688328083175,396.147863402159,394.022226597841,44.7876883827111,395.516606757481
11/18/2022,11:39 AM,395.24,395.3699,395.07,395.08,93849,395.102045,70,100,0.596720327294044,396.14199732395,394.06209267605,40.8500813024708,395.437223710667
11/18/2022,11:40 AM,395.08,395.1588,394.95,395.03,130643,395.113295,65,100,0.529261659737486,396.140066900579,394.086523099422,39.6002955057808,395.363183036
11/18/2022,11:41 AM,395.07,395.29,394.9,395.12,100267,395.129545,60,100,0.539808509800052,396.135440588881,394.12364941112,42.9818248592226,395.318967938545
11/18/2022,11:42 AM,395.11,395.15,394.92,394.99,65894,395.145795,55,95,0.545556620764862,396.120668753755,394.170921246245,39.5384557636012,395.259155586083
11/18/2022,11:43 AM,394.99,395.03,394.83,394.9895,54965,395.1661,50,100,0.532255751610114,396.092045041398,394.240154958602,39.5253402386007,395.210127297704
11/18/2022,11:44 AM,394.985,395.19,394.9,395.19,78824,395.1945975,45,95,0.539211005532573,396.048785600277,394.340409399724,47.1028622329801,395.206467789031
11/18/2022,11:45 AM,395.19,395.21,395,395.13,76886,395.2183475,40,90,0.540219785904655,396.008826807559,394.427868192441,45.2746345440016,395.192564554661
11/18/2022,11:46 AM,395.15,395.22,395.04,395.06,53000,395.23435,35,85,0.537876718122232,395.984409176261,394.484290823739,43.169446303272,395.168461908359
11/18/2022,11:47 AM,395.0712,395.1,394.95,395.05,50835,395.24635,30,80,0.512936383813206,395.968343883506,394.524356116495,42.8628242350102,395.146923379567
11/18/2022,11:48 AM,395.04,395.04,394.66,394.75,104711,395.2541575,25,100,0.566563837563688,395.947177117076,394.561137882925,34.8627426115792,395.074755492373
11/18/2022,11:49 AM,394.7584,394.86,394.63,394.71,76635,395.2546575,20,100,0.566316053451151,395.94607528943,394.56323971057,33.9528027610532,395.008436311941
11/18/2022,11:50 AM,394.72,394.87,394.6,394.64,104088,395.2541575,15,100,0.562118442888527,395.947321398073,394.560993601928,32.3609771266056,394.941447891588
11/18/2022,11:51 AM,394.655,394.8601,394.625,394.85,76453,395.2629075,10,95,0.599927672516744,395.925952682893,394.599862317107,41.2585306189663,394.924821002209
11/18/2022,11:52 AM,394.83,394.83,394.48,394.66,63199,395.2591575,5,100,0.572590482239099,395.933998140133,394.584316859867,36.5711435961378,394.87667172908
11/18/2022,11:53 AM,394.6583,394.76,394.62,394.6727,64180,395.256975,0,95,0.57046195421639,395.938787477992,394.575162522008,37.0856626783522,394.839585960156
11/18/2022,11:54 AM,394.69,394.93,394.69,394.84,93348,395.256475,15,90,0.601877257468839,395.939479506103,394.573470493897,43.5785216471244,394.839661240128
11/18/2022,11:55 AM,394.86,394.97,394.82,394.89,36490,395.253225,10,85,0.605574920926409,395.9419130683,394.564536931701,45.392359664969,394.848813741923
11/18/2022,11:56 AM,394.86,394.97,394.71,394.94,72252,395.251225,5,80,0.606653595937192,395.943068085708,394.559381914292,47.2196639534307,394.865393061573
11/18/2022,11:57 AM,394.95,395.21,394.91,395.195,110988,395.25485,0,75,0.656673449400426,395.943951783248,394.565748216753,55.4139532014786,394.925321595833
11/18/2022,11:58 AM,395.1925,395.2,394.92,395.02,64573,395.25284,0,70,0.58356102126762,395.944197417861,394.561482582139,49.7101237085282,394.942535851136
11/18/2022,11:59 AM,395.03,395.08,394.8901,394.99,57099,395.24409,0,65,0.56902789740702,395.939660003184,394.548519996816,48.7831128956593,394.951165696384
11/18/2022,12:00 PM,395.04,395.18,394.98,395.14,61125,395.23209,5,60,0.583568118595067,395.917797130815,394.546382869185,53.4567144210243,394.985499206132
11/18/2022,12:01 PM,395.12,395.21,395,395.12,84121,395.22059,0,55,0.578400054583352,395.897950723059,394.543229276941,52.7653441556057,395.009953895926
11/18/2022,12:02 PM,395.1,395.31,395.1,395.14,122675,395.20884,100,50,0.565356290042488,395.87498619951,394.542693800491,53.4141977239898,395.033598642122
11/18/2022,12:03 PM,395.14,395.18,394.97,394.9805,62232,395.1971025,95,45,0.584901547609784,395.862382730104,394.531822269896,47.7775000873359,395.023944343554
11/18/2022,12:04 PM,394.98,395.16,394.96,395.08,53556,395.1833525,90,40,0.562103844626162,395.834868278389,394.531836721611,51.2347112469185,395.03413628109
11/18/2022,12:05 PM,395.09,395.22,395.06,395.21,93401,395.1732175,85,35,0.572236757855999,395.80997996847,394.536455031531,55.390036918903,395.06611150271
11/18/2022,12:06 PM,395.2,395.22,394.83,394.89,68599,395.1574675,80,30,0.639558135147105,395.790294171692,394.524640828308,45.1837485542084,395.03409122949
